is_holiday,air_pollution_index,temperature,rain_p_h,visibility_in_miles,time_of_day,traffic_condition
0,89.8,20.0,10.9,4.6,3,2
1,306.3,35.9,10.9,1.4,3,2
0,271.4,16.8,20.6,4.4,3,2
0,195.6,39.3,12.4,1.1,3,2
1,122.2,20.1,29.1,6.0,3,2
0,277.5,39.9,4.0,4.3,2,2
0,85.9,36.3,3.1,9.4,2,2
1,421.0,30.9,21.2,5.6,2,2
1,395.7,25.3,29.5,2.0,2,2
0,361.2,37.3,41.3,8.1,2,2
1,395.5,34.1,21.8,8.3,2,2
0,426.2,18.9,40.3,9.3,3,2
1,336.8,38.2,24.4,3.5,2,2
1,368.9,16.0,23.5,1.5,2,2
0,401.5,38.4,6.6,8.1,2,2
0,214.8,15.5,31.7,5.4,2,2
1,317.4,25.3,14.6,3.0,3,2
0,310.4,27.4,12.4,9.9,2,2
0,255.6,24.8,30.7,3.5,3,2
0,88.3,39.8,37.4,1.2,3,2
1,198.3,31.6,37.4,8.9,3,2
1,111.4,21.7,44.0,1.7,2,2
0,265.6,21.4,7.4,2.7,3,2
0,165.8,26.3,32.9,9.5,3,2
1,446.4,21.6,42.3,3.0,3,2
0,401.5,39.3,6.9,6.1,3,2
1,215.5,27.8,7.3,6.6,3,2
1,136.9,17.8,12.5,3.5,3,2
1,115.5,36.7,4.6,4.0,2,2
1,162.4,34.4,29.5,7.9,2,2
1,212.4,25.8,23.3,4.2,2,2
1,139.6,24.1,21.2,9.7,3,2
0,219.5,22.8,45.8,7.3,3,2
0,312.1,35.9,47.4,9.0,2,2
1,206.4,24.6,35.7,9.0,2,2
0,374.4,25.9,22.4,6.3,2,2
1,435.3,33.1,31.6,5.3,2,2
0,363.5,17.0,45.0,3.1,2,2
1,160.5,24.3,46.8,8.0,2,2
1,281.5,19.1,46.7,10.0,3,2
0,97.1,39.6,5.4,2.7,2,2
0,390.3,24.6,38.1,7.7,2,2
0,144.6,28.5,20.9,2.2,3,2
1,182.2,16.2,0.4,8.4,3,2
0,370.5,38.3,28.9,10.0,2,2
1,223.8,16.4,24.7,1.9,3,2
0,426.6,30.4,18.8,2.7,3,2
1,304.6,25.0,32.8,9.0,3,2
0,207.9,34.4,15.6,7.4,3,2
1,225.5,15.2,7.3,6.0,3,2
1,90.0,27.1,13.2,6.5,3,2
1,306.0,30.2,15.5,7.6,3,2
0,145.5,25.6,44.8,1.4,2,2
0,422.5,19.2,47.4,7.8,2,2
1,425.1,27.0,44.8,9.5,2,2
0,246.3,37.3,49.0,2.2,2,2
0,406.0,32.6,3.9,2.1,2,2
0,157.8,29.6,36.0,7.8,2,2
1,184.5,20.9,43.2,5.9,2,2
1,288.3,34.4,21.0,8.9,2,2
0,405.2,23.8,17.7,7.9,3,2
1,361.6,24.4,44.2,4.3,3,2
1,208.2,30.9,28.5,5.5,2,2
1,114.1,35.5,10.0,9.4,3,2
0,292.6,15.1,34.7,1.5,2,2
0,221.1,17.5,48.8,4.0,2,2
0,285.1,38.6,29.1,8.0,2,2
0,347.5,20.5,37.9,9.9,3,2
1,346.4,35.7,20.5,2.1,3,2
0,430.0,38.4,25.0,7.3,3,2
0,192.8,34.2,10.4,7.4,3,2
1,228.6,24.1,3.8,7.8,3,2
1,347.7,25.6,11.6,7.7,2,2
0,345.0,32.8,26.8,7.8,2,2
1,84.3,31.0,9.5,3.7,3,2
1,150.4,18.6,22.4,6.1,2,2
1,264.1,27.1,31.0,5.9,3,2
1,345.9,20.8,5.9,9.4,2,2
1,178.5,28.1,28.6,4.3,3,2
1,385.8,36.7,3.2,8.8,3,2
1,270.1,29.0,32.7,9.0,3,2
1,129.9,21.6,36.3,6.5,2,2
1,438.5,16.8,22.6,1.4,2,2
0,336.5,21.9,34.6,8.7,2,2
0,85.1,20.2,22.0,5.6,3,2
0,427.7,36.3,20.3,3.6,3,2
0,337.2,31.1,15.3,2.3,3,2
1,148.1,18.9,16.3,7.4,2,2
0,133.4,15.0,20.2,5.2,2,2
1,214.4,32.4,26.9,7.1,2,2
0,111.6,15.8,20.0,8.1,3,2
0,392.2,29.1,2.6,4.5,2,2
1,239.2,34.9,36.5,10.0,2,2
1,222.9,28.3,8.1,5.4,3,2
1,95.1,30.5,38.6,8.0,3,2
0,295.2,16.0,14.8,7.5,2,2
0,124.8,24.6,49.2,6.5,3,2
0,312.5,17.3,21.3,3.6,2,2
1,419.0,26.1,31.7,8.3,2,2
0,172.5,18.0,13.3,6.8,2,2
0,390.3,38.0,34.3,8.5,3,2
0,320.0,24.8,36.0,3.9,3,2
0,448.3,38.3,6.9,3.1,3,2
0,406.8,23.0,34.8,1.4,2,2
1,401.2,21.4,34.5,4.3,2,2
0,300.3,20.7,39.1,8.5,3,2
0,133.9,25.9,27.1,6.6,3,2
0,307.4,32.3,31.6,6.1,3,2
0,319.4,34.0,18.3,5.0,2,2
1,418.0,16.9,3.7,1.4,3,2
1,305.1,36.3,15.5,9.4,3,2
0,442.8,26.8,14.7,8.2,2,2
0,81.4,27.7,0.3,4.5,2,2
1,99.9,37.2,44.2,5.1,3,2
1,181.2,27.1,42.1,2.2,2,2
1,279.0,38.5,47.3,3.6,3,2
0,278.7,15.0,42.1,10.0,3,2
0,111.8,31.1,8.1,7.5,3,2
1,97.8,20.4,20.4,7.4,3,2
0,383.4,33.7,46.0,6.9,2,2
0,297.0,34.5,28.4,8.0,2,2
0,155.9,39.3,29.7,8.4,2,2
1,130.6,38.2,3.0,8.2,2,2
1,365.2,22.1,47.3,2.0,2,2
1,101.7,37.6,22.8,2.6,3,2
1,354.1,26.9,43.2,4.3,3,2
1,333.6,31.0,48.0,7.3,3,2
1,278.0,17.1,23.2,3.3,2,2
0,358.5,33.4,30.4,7.0,2,2
0,314.2,39.0,45.3,7.8,3,2
0,161.4,36.4,26.2,9.8,2,2
0,344.7,15.4,37.7,2.1,3,2
0,443.2,26.4,11.1,5.2,3,2
1,244.8,22.2,6.2,8.9,2,2
0,160.5,24.3,36.3,5.2,3,2
0,91.7,27.4,27.6,5.3,3,2
0,424.3,37.7,24.2,8.7,3,2
1,197.0,18.8,37.5,3.0,3,2
0,139.9,21.2,20.1,7.6,2,2
1,394.5,36.2,17.8,9.6,2,2
0,419.2,36.3,45.3,7.9,2,2
1,437.0,38.1,0.6,9.9,3,2
1,231.8,32.4,48.8,5.4,3,2
1,404.8,30.4,41.6,5.6,2,2
1,245.4,16.9,12.4,5.8,2,2
0,383.1,24.3,27.7,6.4,2,2
1,105.1,25.8,27.3,9.3,2,2
0,142.2,15.7,37.8,6.1,2,2
1,395.8,32.2,15.4,4.7,3,2
1,360.8,34.8,38.5,4.8,2,2
1,288.8,16.8,43.2,9.9,3,2
1,105.3,33.0,17.7,7.2,3,2
1,88.8,29.7,43.7,4.3,2,2
1,129.4,34.1,43.9,7.6,3,2
0,235.6,17.1,31.2,5.2,3,2
0,218.7,23.2,49.2,6.0,3,2
1,207.6,39.0,1.4,5.1,3,2
0,194.9,18.0,15.3,1.2,3,2
0,394.3,24.9,3.2,3.2,3,2
1,337.5,22.7,28.5,5.5,2,2
1,249.9,39.7,32.7,9.6,3,2
1,281.4,38.6,7.8,3.1,2,2
0,365.7,29.1,28.2,4.9,2,2
0,171.8,36.6,42.6,7.3,2,2
0,137.2,30.6,29.4,8.3,2,2
1,231.5,38.1,41.0,6.1,2,2
0,331.5,38.5,25.4,7.0,2,2
1,103.5,38.8,2.5,4.2,2,2
1,351.5,28.1,3.5,1.7,3,2
0,134.7,34.9,22.0,8.2,2,2
0,308.0,19.5,41.2,7.9,2,2
0,315.9,21.8,42.3,3.6,3,2
0,141.6,33.8,16.0,6.4,3,2
1,269.5,19.5,30.9,3.6,3,2
1,293.2,25.0,21.8,6.1,3,2
1,387.5,15.2,35.2,2.7,3,2
0,395.7,32.3,15.1,2.9,3,2
1,281.9,36.2,16.0,7.5,3,2
1,294.1,36.2,42.3,5.8,3,2
0,226.2,28.7,6.2,5.4,2,2
1,449.8,36.3,43.4,9.3,3,2
0,127.8,28.8,25.1,3.3,3,2
0,216.1,38.8,1.3,1.4,2,2
1,413.0,19.5,20.0,7.1,3,2
1,190.5,26.7,10.7,1.8,2,2
1,213.6,24.1,31.8,3.5,3,2
1,336.1,19.2,47.2,8.3,2,2
1,359.1,16.3,24.9,2.6,3,2
0,86.7,26.8,0.7,7.8,3,2
0,100.1,30.4,9.6,9.3,3,2
0,274.6,36.4,31.6,7.6,2,2
0,128.2,17.6,32.6,7.2,3,2
1,364.5,20.5,13.1,9.0,2,2
1,320.9,23.2,2.3,9.8,2,2
0,306.3,25.4,28.4,4.7,2,2
1,416.7,21.3,0.4,9.2,2,2
1,278.9,37.9,10.3,8.0,2,2
0,397.5,21.6,49.9,3.4,2,2
0,201.8,33.8,2.5,3.2,3,2
0,267.6,31.6,11.3,9.8,2,2
1,109.4,37.2,39.4,4.0,3,2
1,228.8,34.4,10.8,1.7,3,2
1,277.2,23.7,5.1,7.3,2,2
1,231.6,18.3,40.6,8.2,2,2
1,119.1,20.0,16.7,3.5,3,2
1,86.7,27.6,4.2,6.6,3,2
1,182.1,17.8,3.5,7.2,3,2
1,96.6,27.6,17.4,2.9,2,2
0,418.2,33.9,10.5,1.5,2,2
0,398.0,28.6,28.2,4.8,3,2
0,434.7,29.4,16.6,2.0,2,2
1,162.8,30.9,0.6,4.8,2,2
0,137.6,37.0,2.6,5.1,3,2
1,222.6,19.1,5.1,4.0,2,2
1,425.2,26.2,38.3,1.6,2,2
1,346.4,37.9,11.9,3.5,3,2
0,195.6,35.6,23.1,2.2,3,2
0,160.6,22.2,24.4,5.6,2,2
0,320.5,30.9,7.3,7.0,2,2
0,135.3,27.3,40.5,1.7,3,2
1,233.1,30.4,25.5,6.4,3,2
0,343.0,29.5,8.1,5.8,3,2
0,343.5,38.8,11.4,4.2,3,2
1,127.9,17.2,4.9,4.1,2,2
1,376.8,34.5,12.3,6.2,2,2
1,292.5,27.5,37.2,6.7,2,2
1,81.6,25.2,38.4,3.7,3,2
0,228.1,31.2,33.8,6.8,3,2
1,295.8,22.9,31.8,1.0,2,2
0,303.0,25.1,39.0,7.5,3,2
1,384.3,38.5,11.1,2.2,2,2
1,153.1,33.1,7.5,6.8,3,2
0,153.9,31.6,10.2,1.8,2,2
1,173.9,27.0,26.4,3.4,2,2
1,115.8,36.3,38.4,3.5,2,2
1,290.9,34.2,9.3,6.2,3,2
1,201.5,27.9,22.5,6.5,2,2
1,238.5,38.5,22.9,1.7,2,2
1,117.6,37.1,34.6,1.6,2,2
0,92.1,36.4,28.4,3.8,3,2
1,381.9,17.2,23.7,3.5,3,2
1,180.9,31.6,11.3,7.8,2,2
1,355.6,26.2,19.6,3.5,2,2
1,123.3,37.5,35.2,8.5,2,2
0,268.8,27.7,9.4,9.3,3,2
1,261.8,17.2,42.4,9.7,2,2
0,297.9,24.2,6.4,8.5,3,2
0,300.3,33.9,1.9,1.0,2,2
1,237.3,22.8,35.7,9.8,3,2
1,241.5,33.2,3.9,7.0,2,2
0,228.1,29.4,24.1,8.1,3,2
0,379.8,39.1,38.8,6.9,2,2
1,345.0,17.4,39.4,1.1,2,2
1,109.6,35.7,32.7,4.7,3,2
1,210.3,25.2,9.7,1.8,3,2
0,240.9,15.8,37.1,1.2,3,2
0,222.8,39.2,37.6,1.4,3,2
1,420.2,26.5,29.0,6.5,3,2
1,389.1,20.3,48.3,9.7,2,2
0,403.0,25.3,47.8,4.5,3,2
1,214.5,34.7,12.9,5.1,2,2
1,187.4,37.2,43.9,1.2,2,2
0,312.5,21.1,31.9,3.5,2,2
0,311.0,23.8,47.8,6.3,2,2
0,333.9,24.4,30.4,4.9,3,2
0,160.4,21.0,15.0,8.5,3,2
1,129.6,33.7,43.6,2.8,3,2
0,219.1,25.2,40.2,9.7,3,2
1,381.9,39.7,2.4,4.8,2,2
0,150.9,20.6,24.7,2.2,2,2
1,303.8,27.9,41.1,1.7,2,2
1,371.7,40.0,47.4,5.3,2,2
0,403.0,16.6,5.1,3.3,2,2
0,131.2,26.8,6.2,7.5,3,2
0,325.8,18.2,31.7,2.3,2,2
0,125.4,31.1,8.2,6.8,2,2
1,121.4,25.7,2.9,9.4,2,2
0,348.8,29.7,25.6,5.8,3,2
1,226.0,30.1,6.9,5.2,3,2
1,320.1,32.8,48.3,7.6,3,2
0,446.8,37.2,20.4,9.4,3,2
0,413.8,38.0,31.3,2.3,3,2
0,356.9,39.8,16.2,8.4,2,2
1,423.9,15.9,21.6,4.5,3,2
1,84.8,19.2,12.1,1.2,2,2
0,255.1,29.1,1.8,8.9,2,2
1,189.3,34.0,25.1,6.4,2,2
1,204.1,23.4,21.4,2.4,2,2
1,410.0,26.1,0.0,3.3,3,2
0,155.1,18.6,2.1,3.7,2,2
0,272.1,29.8,15.8,3.1,3,2
0,358.5,26.3,26.0,1.2,2,2
0,124.4,38.6,18.5,3.1,3,2
1,191.7,27.0,7.4,1.2,2,2
1,129.1,16.4,37.9,1.5,3,2
1,375.5,23.8,18.6,2.9,3,2
0,231.6,30.0,40.4,9.8,2,2
0,303.3,32.4,41.8,4.6,2,2
0,92.2,21.2,39.7,9.8,2,2
0,374.5,21.9,19.3,5.0,2,2
0,308.4,18.9,3.3,6.0,2,2
1,349.6,37.2,17.1,3.8,3,2
1,349.0,33.7,6.4,7.2,3,2
0,395.2,33.0,45.3,2.4,2,2
1,419.1,28.4,26.8,5.1,3,2
1,435.0,17.7,32.5,4.2,3,2
0,329.5,34.4,7.7,9.5,2,2
0,361.8,22.7,15.5,3.1,2,2
0,407.7,34.8,20.1,10.0,3,2
1,171.8,36.0,13.2,2.8,3,2
1,357.6,26.9,39.8,8.0,2,2
1,103.9,17.9,9.3,2.9,3,2
0,233.0,37.3,29.3,2.7,3,2
0,119.2,29.2,19.1,3.4,2,2
1,86.7,39.4,41.1,3.5,3,2
0,413.8,37.6,44.4,5.6,2,2
1,166.1,37.2,10.6,8.3,2,2
0,88.2,16.2,44.2,6.8,2,2
0,89.2,38.6,20.2,7.8,3,2
0,265.8,22.2,48.3,1.7,3,2
1,380.7,15.0,42.4,6.7,2,2
1,328.2,19.4,25.9,4.4,2,2
1,128.1,35.9,46.4,2.6,3,2
0,390.3,27.9,33.3,7.6,2,2
1,288.8,20.7,44.8,3.7,2,2
0,302.9,18.0,9.5,5.5,2,2
0,130.5,37.1,49.0,7.4,2,2
0,434.0,35.1,21.1,3.8,3,2
0,183.8,33.5,0.4,5.6,3,2
0,319.5,32.1,48.9,9.0,2,2
1,76.9,15.8,16.9,8.1,3,2
0,365.0,33.2,18.2,9.8,3,2
0,78.4,22.8,4.9,8.4,2,2
1,222.3,38.4,7.0,3.3,2,2
1,175.6,34.9,21.0,2.8,3,2
1,334.0,32.7,34.5,2.5,3,2
1,199.5,21.9,37.7,8.8,2,2
1,217.4,15.5,37.0,8.5,2,2
0,111.0,36.7,25.0,2.2,3,2
1,195.5,34.9,48.3,5.6,2,2
1,243.5,22.0,29.3,3.8,3,2
1,100.8,28.5,32.3,1.8,2,2
0,263.7,30.0,3.5,7.1,3,2
0,201.9,21.8,12.9,6.8,3,2
1,111.9,37.2,36.1,9.1,2,2
1,298.6,21.0,20.5,8.0,2,2
0,85.8,32.5,24.8,7.2,2,2
0,88.3,25.7,38.9,3.5,3,2
1,168.4,18.1,9.9,4.9,3,2
0,380.9,37.7,43.9,2.8,3,2
0,245.2,37.3,7.3,9.5,3,2
1,411.3,15.4,49.2,3.8,3,2
1,192.9,36.7,4.2,5.8,2,2
0,396.6,26.6,16.4,3.6,3,2
0,152.1,32.8,18.1,5.4,3,2
0,320.2,28.4,41.0,5.0,3,2
1,438.2,24.6,3.2,4.5,3,2
1,121.4,27.5,0.8,9.9,3,2
1,79.7,28.0,34.7,5.6,3,2
0,310.8,30.7,28.0,1.4,2,2
1,280.6,20.8,39.0,5.8,3,2
1,281.4,25.1,27.4,5.9,3,2
1,360.3,21.5,16.2,5.8,2,2
1,130.9,30.7,38.1,8.3,2,2
0,445.7,36.8,40.8,1.5,2,2
1,327.0,32.7,1.3,7.2,2,2
1,287.9,29.6,19.9,8.7,2,2
1,386.7,19.5,4.5,9.0,3,2
0,448.2,16.4,48.6,1.7,2,2
0,125.4,19.8,15.0,9.0,2,2
1,229.8,16.5,10.9,7.0,3,2
0,314.0,26.1,12.5,4.7,2,2
1,256.6,20.9,43.0,5.9,3,2
0,85.5,24.9,35.2,1.4,2,2
0,329.0,37.4,8.0,1.7,3,2
1,369.0,35.9,5.0,2.0,3,2
0,158.2,30.0,21.3,6.4,3,2
0,113.9,39.1,46.8,2.9,3,2
0,147.0,23.1,15.0,1.5,3,2
1,394.3,15.1,37.0,9.5,3,2
1,374.1,39.7,17.1,9.3,3,2
0,293.1,34.6,7.5,6.6,2,2
1,98.7,15.9,20.8,4.8,2,2
0,298.0,39.3,9.9,1.7,2,2
0,404.1,37.5,8.7,5.5,2,2
1,109.4,22.9,35.2,3.1,2,2
0,224.9,35.9,24.2,4.5,3,2
1,375.8,15.6,16.9,9.4,3,2
1,396.0,23.9,4.4,2.7,3,2
1,226.4,15.5,39.5,4.7,3,2
1,289.0,36.5,0.1,1.2,3,2
0,350.9,23.1,7.8,5.7,2,2
1,224.5,38.1,13.2,4.5,2,2
1,337.4,19.5,32.7,6.7,3,2
0,189.6,31.3,33.0,9.9,3,2
1,169.6,23.8,28.8,3.1,3,2
0,79.2,35.8,12.5,1.1,2,2
0,210.9,39.1,36.6,5.9,3,2
0,256.8,22.0,19.4,7.6,2,2
0,239.5,36.2,17.4,8.6,2,2
1,119.1,25.4,29.8,7.9,3,2
0,373.6,37.9,9.0,4.3,2,2
0,143.9,37.0,3.2,8.9,2,2
1,93.3,15.5,4.6,6.0,2,2
1,197.4,16.5,34.5,7.4,2,2
0,344.7,32.1,15.9,7.3,2,2
0,213.8,18.3,40.2,3.7,2,2
0,362.1,16.0,16.4,8.6,2,2
0,367.8,37.1,46.3,8.3,2,2
0,178.2,37.8,44.8,8.8,3,2
1,329.2,27.3,32.1,3.1,2,2
1,269.1,38.6,32.8,9.4,2,2
1,104.1,15.8,38.3,3.0,2,2
1,132.9,36.2,39.3,9.9,2,2
0,377.7,37.2,14.9,8.2,2,2
0,228.5,25.1,40.7,4.9,3,2
1,331.2,22.6,16.6,2.9,3,2
1,417.0,16.6,10.8,8.1,3,2
0,192.0,19.9,35.6,4.1,3,2
0,229.6,15.5,30.5,1.7,2,2
0,156.0,36.5,42.0,7.0,3,2
1,249.8,34.2,28.1,9.6,3,2
1,98.6,38.3,12.6,5.0,3,2
1,248.2,21.0,21.5,2.3,2,2
0,419.2,19.9,5.5,2.9,2,2
1,240.6,25.6,8.1,1.2,3,2
0,243.3,18.2,4.4,9.3,3,2
0,213.9,17.7,39.9,1.8,3,2
0,410.4,20.1,25.7,1.2,2,2
0,197.7,26.3,46.0,3.3,3,2
0,229.0,22.4,47.8,2.2,3,2
0,203.1,32.7,14.2,7.2,3,2
0,107.9,28.5,4.8,4.1,3,2
0,362.7,28.7,43.1,6.5,3,2
1,241.6,27.4,37.6,1.0,3,2
0,341.5,17.7,17.0,1.9,3,2
0,341.4,18.9,12.4,3.8,3,2
0,123.8,25.1,18.3,9.9,3,2
0,184.9,39.0,3.8,9.3,3,2
0,269.7,15.2,40.1,2.0,2,2
0,190.2,18.8,18.6,7.6,3,2
1,309.0,23.6,40.6,1.7,3,2
1,369.5,15.6,27.2,2.3,3,2
1,322.4,32.1,8.4,9.5,3,2
0,188.7,15.0,46.5,5.3,3,2
1,92.4,23.1,18.6,4.9,2,2
0,172.6,38.9,36.9,6.8,3,2
1,291.6,30.2,34.0,5.8,3,2
1,184.4,20.2,13.9,3.1,2,2
1,301.4,34.8,41.5,5.8,2,2
0,83.6,38.9,47.6,1.6,2,2
0,422.4,27.9,44.4,7.6,3,2
1,440.4,20.5,31.7,3.2,3,2
0,253.0,37.8,17.6,1.9,2,2
0,291.1,15.8,0.4,8.6,2,2
1,121.5,15.9,49.0,8.7,3,2
1,239.5,25.2,11.3,6.6,2,2
1,195.1,34.2,18.5,4.7,3,2
0,204.1,25.4,37.5,9.4,2,2
0,407.4,25.4,3.2,2.5,3,2
0,213.1,39.5,25.9,2.9,3,2
1,85.9,18.9,47.3,1.7,3,2
1,224.4,18.6,13.2,9.8,2,2
0,89.4,19.9,8.0,5.1,2,2
1,412.0,26.7,20.1,6.7,3,2
1,266.5,37.7,3.7,2.3,2,2
1,186.8,33.1,44.3,5.8,2,2
0,91.8,37.8,25.5,8.9,3,2
1,276.9,29.8,5.6,9.3,3,2
0,429.3,17.2,41.6,8.0,2,2
1,165.8,36.3,8.4,1.0,3,2
1,341.1,31.8,20.6,5.6,3,2
0,263.1,32.9,19.5,6.0,2,2
1,355.2,15.6,47.1,9.9,3,2
0,317.1,35.6,17.2,6.8,2,2
1,151.5,23.5,47.3,1.9,2,2
1,129.4,25.0,20.6,6.6,2,2
1,440.0,17.3,47.7,9.6,2,2
0,437.0,30.8,9.5,4.3,3,2
0,386.5,22.6,29.8,9.7,3,2
1,299.9,26.4,13.2,6.5,2,2
1,416.5,26.9,30.1,1.2,2,2
0,293.9,25.8,22.9,6.4,2,2
0,97.1,24.5,33.3,9.6,2,2
1,185.4,24.2,33.9,8.4,3,2
1,428.7,17.9,4.9,5.0,3,2
1,391.7,20.9,22.0,5.6,2,2
0,241.5,31.4,4.9,8.2,2,2
1,215.2,37.6,27.7,6.6,2,2
1,76.7,16.2,29.1,3.0,2,2
1,104.7,24.0,39.4,8.7,3,2
0,114.0,33.7,48.9,9.2,3,2
0,208.6,39.8,37.1,6.3,3,2
1,204.1,39.3,44.2,8.4,2,2
1,286.8,28.4,20.5,9.9,2,2
0,305.0,17.5,11.8,5.0,2,2
1,217.8,28.0,39.5,8.8,2,2
1,327.8,26.6,20.0,3.3,3,2
1,195.5,36.0,4.4,7.5,3,2
1,134.2,17.2,12.7,1.1,2,2
0,402.8,15.3,25.2,6.6,2,2
0,175.8,15.9,48.7,5.6,2,2
1,195.5,16.2,24.9,4.2,3,2
1,338.0,19.9,3.5,8.2,2,2
1,242.7,31.0,33.1,3.4,3,2
0,410.7,25.6,42.0,1.6,2,2
0,426.6,16.9,22.6,8.3,3,2
1,318.9,23.2,44.2,9.7,3,2
0,89.6,28.1,41.4,2.9,2,2
0,447.3,27.8,9.3,1.2,2,2
0,287.4,19.7,31.2,5.7,3,2
0,81.3,31.9,22.6,5.6,3,2
1,270.9,23.4,33.2,9.3,2,2
0,241.5,16.7,16.0,5.5,3,2
1,112.5,31.4,12.4,1.5,2,2
0,117.8,19.9,17.9,2.4,3,2
0,390.9,39.0,29.0,6.5,2,2
0,380.9,17.8,7.9,6.4,2,2
0,151.2,27.0,41.1,9.4,2,2
0,405.8,16.7,8.4,6.4,3,2
1,344.0,39.0,44.8,7.4,2,2
1,323.9,19.9,2.6,4.7,3,2
1,298.5,20.3,45.8,5.4,2,2
1,373.0,33.4,26.6,5.4,2,2
0,235.4,18.7,32.4,5.8,3,2
0,188.6,28.8,13.3,5.2,3,2
1,136.2,23.1,26.9,7.4,3,2
0,303.6,38.0,6.6,6.5,2,2
1,206.5,15.9,12.5,7.1,3,2
1,203.5,31.6,41.5,9.4,2,2
1,85.1,34.5,44.8,9.9,2,2
0,358.8,36.1,12.9,3.6,2,2
0,79.2,16.9,36.0,9.0,3,2
0,296.4,39.9,13.1,1.6,3,2
0,312.3,20.2,12.1,1.5,3,2
0,81.2,20.2,24.4,6.5,2,2
1,242.5,19.9,28.0,8.8,2,2
1,221.1,29.7,44.0,8.8,2,2
0,228.8,22.8,46.9,9.0,3,2
1,365.0,16.2,9.9,6.7,2,2
1,318.5,27.1,30.4,4.0,2,2
0,248.0,21.5,4.4,9.9,3,2
0,152.6,29.1,42.8,7.7,3,2
1,172.2,25.8,22.7,2.6,3,2
1,296.0,15.7,21.4,9.6,3,2
1,125.9,26.4,39.7,2.0,3,2
1,181.4,21.3,9.7,1.4,2,2
0,197.1,29.1,35.0,5.2,3,2
0,371.7,27.1,15.0,6.0,3,2
0,241.5,16.6,38.3,4.8,3,2
1,116.4,30.5,34.1,1.2,2,2
0,251.0,37.2,16.9,7.6,3,2
1,285.9,39.8,9.7,1.1,2,2
1,350.0,16.8,4.4,8.5,2,2
0,229.8,30.0,5.0,9.0,3,2
0,320.1,35.9,2.9,1.8,2,2
1,321.3,33.9,22.2,1.7,3,2
0,388.3,20.7,23.6,1.5,3,2
0,227.9,35.7,8.5,3.9,3,2
0,389.5,36.3,36.3,9.5,2,2
0,86.6,17.6,17.2,4.6,2,2
1,108.3,24.8,12.4,1.4,3,2
1,149.1,22.3,25.7,5.5,3,2
1,88.3,29.6,21.5,4.7,2,2
1,236.1,24.8,44.0,5.5,2,2
1,330.9,32.4,37.7,5.1,3,2
1,368.4,29.9,27.1,2.3,2,2
1,249.5,29.2,11.5,9.3,2,2
0,160.6,15.2,44.6,3.5,3,2
1,95.4,36.4,15.5,1.8,2,2
0,122.2,16.2,26.1,8.4,3,2
0,93.6,26.3,4.2,9.0,3,2
0,156.3,20.4,17.3,8.8,3,2
0,281.5,19.3,33.6,8.9,2,2
0,287.7,35.7,36.6,8.1,3,2
1,286.5,22.3,12.2,2.1,2,2
1,343.4,28.4,25.7,4.2,3,2
1,222.6,32.9,2.7,6.3,3,2
0,187.1,25.9,24.1,9.1,3,2
1,379.4,38.4,17.3,6.1,3,2
0,98.7,16.9,8.0,2.5,3,2
1,172.2,22.2,0.1,8.6,3,2
0,167.4,33.8,38.4,3.8,3,2
1,421.5,17.9,44.6,5.6,2,2
0,285.8,25.3,40.3,5.7,2,2
0,348.0,18.2,17.5,3.0,2,2
1,283.6,25.8,18.0,8.0,2,2
1,237.0,33.4,27.9,6.3,3,2
0,342.9,30.3,33.0,9.1,2,2
1,260.5,31.1,32.8,2.2,3,2
0,124.8,28.7,3.8,3.7,2,2
1,103.1,21.7,10.4,3.9,2,2
0,116.2,29.4,36.9,4.4,3,2
1,390.2,38.1,27.0,1.9,2,2
1,104.1,35.3,29.4,7.6,3,2
1,284.2,29.3,11.4,3.3,3,2
0,245.4,15.5,18.2,2.1,3,2
1,181.4,37.5,31.0,2.1,2,2
0,216.0,26.5,14.0,2.3,3,2
0,313.5,31.8,23.6,7.5,3,2
1,326.5,33.0,41.0,9.6,3,2
1,124.8,35.7,34.4,5.7,3,2
1,395.1,37.5,41.7,6.8,2,2
0,140.2,26.8,13.6,1.4,3,2
1,85.7,20.9,8.0,2.9,2,2
0,378.5,24.9,35.5,5.7,2,2
0,202.6,29.5,49.0,9.2,2,2
1,134.7,35.0,2.9,3.4,2,2
0,353.7,20.2,48.8,3.8,2,2
0,314.2,17.4,47.5,6.3,2,2
0,170.4,19.6,31.5,3.1,2,2
1,446.0,39.4,47.1,5.2,2,2
1,317.9,36.6,14.0,8.3,2,2
0,419.0,24.4,23.4,2.6,3,2
0,91.7,30.1,4.4,4.7,3,2
0,400.2,33.0,45.9,2.0,2,2
1,124.5,36.9,8.6,3.5,3,2
0,147.9,20.1,2.9,5.6,2,2
0,92.8,20.6,33.6,5.4,3,2
1,295.4,32.6,22.1,8.4,3,2
1,270.1,28.4,35.0,2.5,3,2
1,256.2,25.8,25.4,9.6,2,2
0,411.5,38.3,12.8,9.5,3,2
1,326.4,36.1,16.7,3.7,2,2
1,339.5,39.5,3.9,9.3,2,2
1,175.5,36.9,23.8,6.3,2,2
1,173.4,15.8,48.3,9.5,2,2
1,348.3,38.5,26.7,7.3,2,2
1,201.5,34.6,22.9,8.6,2,2
0,259.6,18.2,20.7,7.9,3,2
1,328.2,38.6,17.9,6.3,2,2
0,280.5,27.9,22.2,6.5,2,2
1,378.6,21.0,23.0,9.0,2,2
0,337.0,25.6,21.7,6.0,3,2
